"app","docId","dateTime","op","targetType","id","vr","worksheet","axis0","item0","axis1","item1","dateTimeMS"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:31:02","cc_paragraphRemove","span","cc_32","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","","","","","2020-05-26T02:31:02.712Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:31:21","cc_cellText","td","cc_2_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_2_0","2020-05-26T02:31:21.139Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:32:19","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:32:19.317Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:34:35","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:34:35.904Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:34:45","cc_cellText","td","cc_2_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_2_0","2020-05-26T02:34:45.019Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:35:14","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:35:14.077Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:35:35","cc_cellText","td","cc_2_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_2_0","2020-05-26T02:35:35.003Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:36:35","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:36:35.785Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:36:45","cc_cellText","td","cc_2_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_2_0","2020-05-26T02:36:45.094Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:38:09","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:38:09.268Z"
